accumulation_count,clipping_triggered,gradient_norm_after_clip,gradient_norm_before_clip,interval,learning_rate,mean_microbatch_loss,microbatches_seen,nonfinite,optimizer_update
4,True,0.9999997615814209,4.6970953941345215,1,2.5e-05,3.3131174743175507,4,False,1
4,True,0.9999999403953552,9.035990715026855,1,5e-05,14.377271071076393,8,False,2
4,True,0.9999997019767761,3.5248827934265137,1,7.500000000000001e-05,9.500417701900005,12,False,3
4,True,0.9999998211860657,8.232454299926758,1,0.0001,9.248487293720245,16,False,4
4,True,0.9999993443489075,1.394004464149475,1,0.000125,3.571878742426634,20,False,5
4,True,0.9999998807907104,16.840560913085938,1,0.00015000000000000001,636.4085600785911,24,False,6
4,True,0.9999998807907104,7.233191967010498,1,0.000175,14.807396411895752,28,False,7
4,True,0.9999998807907104,8.634847640991211,1,0.0002,68.73540019989014,32,False,8
4,True,0.9999999403953552,10.514381408691406,1,0.00022500000000000002,181.4838306903839,36,False,9
4,True,0.9999996423721313,3.008992910385132,1,0.00025,2.4228661209344864,40,False,10
4,True,0.9999997615814209,6.3356499671936035,1,0.00027499999999999996,203.67773332446814,44,False,11
4,True,1.0,38.46479415893555,1,0.00030000000000000003,653.4467181935906,48,False,12
4,True,0.9999997615814209,5.637448310852051,1,0.00032500000000000004,25.382931232452393,52,False,13
4,True,0.9999997019767761,2.143889904022217,1,0.00035,4.87948976457119,56,False,14
4,True,0.9999997615814209,4.791391849517822,1,0.000375,70.03930288553238,60,False,15
4,True,0.9999995827674866,2.7194395065307617,1,0.0004,9.025841414928436,64,False,16
4,True,0.9999995231628418,2.035975933074951,1,0.00042500000000000003,4.112946756184101,68,False,17
4,True,0.9999996423721313,2.6558585166931152,1,0.00045000000000000004,10.83256620168686,72,False,18
4,True,0.9999991059303284,1.0825507640838623,1,0.000475,7.005171485245228,76,False,19
4,True,0.9999998211860657,6.367936134338379,1,0.0005,336.8414857387543,80,False,20
4,True,0.9999990463256836,1.0177855491638184,2,0.0005250000000000001,20.031061053276062,84,False,21
4,True,0.9999998807907104,8.022439956665039,2,0.0005499999999999999,374.0836955308914,88,False,22
4,True,0.9999991059303284,1.0898131132125854,2,0.000575,9.549405053257942,92,False,23
4,True,0.9999998807907104,5.525423049926758,2,0.0006000000000000001,165.96343630552292,96,False,24
4,True,0.9999997615814209,4.2669196128845215,2,0.000625,32.41809383034706,100,False,25
4,True,0.999999463558197,1.910555362701416,2,0.0006500000000000001,18.56735271215439,104,False,26
4,True,0.9999998807907104,8.519403457641602,2,0.000675,191.1533388569951,108,False,27
4,True,0.9999999403953552,29.396602630615234,2,0.0007,655.9233892560005,112,False,28
4,True,0.9999996423721313,3.2144899368286133,2,0.0007250000000000001,9.136669039726257,116,False,29
4,True,0.9999998807907104,17.67991065979004,2,0.00075,351.1948311626911,120,False,30
4,True,0.9999998211860657,5.86818265914917,2,0.000775,1.8234840109944344,124,False,31
4,True,0.9999998807907104,6.5684309005737305,2,0.0008,80.13231241703033,128,False,32
4,True,0.9999998211860657,6.143513202667236,2,0.000825,5.03443843126297,132,False,33
4,True,0.9999998807907104,23.845443725585938,2,0.0008500000000000001,277.4277129173279,136,False,34
4,True,0.9999997019767761,3.6549878120422363,2,0.0008750000000000001,9.504265449941158,140,False,35
4,True,0.9999997019767761,3.5139057636260986,2,0.0009000000000000001,12.142106801271439,144,False,36
4,True,0.9999997019767761,3.1751933097839355,2,0.0009249999999999999,10.78864723443985,148,False,37
4,True,0.9999998807907104,8.437108039855957,2,0.00095,9.072166718542576,152,False,38
4,True,0.9999998211860657,5.068940162658691,2,0.000975,6.316637746989727,156,False,39
4,True,0.9999995827674866,2.3020877838134766,2,0.001,6.862536683678627,160,False,40
4,True,0.9999995827674866,2.4651753902435303,3,0.0009999921399004002,7.457320749759674,164,False,41
4,True,0.9999997615814209,3.260155200958252,3,0.000999968559848973,11.5100864097476,168,False,42
4,True,0.9999998211860657,5.696967601776123,3,0.0009999292605878266,17.34789603948593,172,False,43
4,True,0.9999994039535522,1.584356665611267,3,0.000999874243353782,10.555431187152863,176,False,44
4,True,1.0,35.51171112060547,3,0.000999803509878335,253.8834896236658,180,False,45
4,True,0.9999994039535522,1.9720826148986816,3,0.0009997170623875999,15.263089139014482,184,False,46
4,True,0.9999999403953552,28.91082191467285,3,0.0009996149036022412,174.63505375385284,188,False,47
4,True,1.0,37.22055435180664,3,0.0009994970367373868,261.9569993019104,192,False,48
4,True,0.9999997615814209,3.57124662399292,3,0.0009993634655025272,22.777774285525084,196,False,49
4,True,1.0,40.21507263183594,3,0.0009992141941013995,654.6480693519115,200,False,50
4,True,1.0,60.696868896484375,3,0.0009990492272318532,384.92604660987854,204,False,51
4,True,0.9999997019767761,3.9808149337768555,3,0.0009988685700857047,8.606070082634687,208,False,52
4,True,0.9999997615814209,4.9484171867370605,3,0.0009986722283485724,7.098061501979828,212,False,53
4,True,0.9999998807907104,21.102519989013672,3,0.0009984602081996976,5.022574607282877,216,False,54
4,True,0.9999998211860657,4.575236797332764,3,0.0009982325163117509,21.371374525129795,220,False,55
4,True,1.0,78.01214599609375,3,0.000997989159850622,325.7856687903404,224,False,56
4,True,0.9999998211860657,5.502564907073975,3,0.0009977301464751938,4.429684571921825,228,False,57
4,True,0.9999998807907104,9.474340438842773,3,0.0009974554843371018,6.190897308290005,232,False,58
4,False,0.618278443813324,0.618278443813324,3,0.0009971651820804772,1.3313003666698933,236,False,59
4,True,0.9999998807907104,17.312456130981445,3,0.0009968592488416748,9.1106551066041,240,False,60
4,True,0.9999997615814209,5.120447158813477,4,0.0009965376942489858,7.289527289569378,244,False,61
4,True,0.9999998807907104,24.60006332397461,4,0.0009962005284223348,65.92488846182823,248,False,62
4,True,1.0,51.02178955078125,4,0.0009958477619729606,172.7925262451172,252,False,63
4,True,0.9999998211860657,12.974530220031738,4,0.0009954794060030834,10.969151079654694,256,False,64
4,True,0.9999997615814209,8.214462280273438,4,0.0009950954721055546,11.290836811065674,260,False,65
4,True,0.9999998807907104,10.276313781738281,4,0.000994695972363492,16.871809363365173,264,False,66
4,True,1.0,17.853818893432617,4,0.0009942809193498993,21.941635131835938,268,False,67
4,False,0.7060806751251221,0.7060806751251221,4,0.0009938503261272714,2.086798995733261,272,False,68
4,True,0.9999999403953552,17.705106735229492,4,0.0009934042062471823,10.706201054155827,276,False,69
4,True,1.0000001192092896,111.6140365600586,4,0.0009929425737498587,298.1370372585952,280,False,70
4,True,1.0,104.6940689086914,4,0.0009924654431637393,330.59255040436983,284,False,71
4,False,0.8515819907188416,0.8515819907188416,4,0.0009919728295050155,3.0308090895414352,288,False,72
4,True,0.9999998211860657,27.262096405029297,4,0.0009914647482771606,36.91470047831535,292,False,73
4,True,0.9999998807907104,12.302980422973633,4,0.0009909412154704411,10.143082052469254,296,False,74
4,True,1.0,62.3034782409668,4,0.0009904022475614137,187.62707841396332,300,False,75
4,True,0.9999998211860657,5.572561264038086,4,0.0009898478615124062,8.607008561491966,304,False,76
4,True,1.0,60.40816879272461,4,0.0009892780747709847,649.9336271286011,308,False,77
4,True,1.0,80.52476501464844,4,0.0009886929052694033,224.35481142997742,312,False,78
4,False,0.6706130504608154,0.6706130504608154,4,0.0009880923714240411,1.481384888291359,316,False,79
4,True,0.9999991059303284,1.190433382987976,4,0.000987476492134821,3.1012713611125946,320,False,80
4,True,0.9999999403953552,89.48211669921875,5,0.000986845286784616,262.6707688495517,324,False,81
4,True,0.9999995827674866,2.695648193359375,5,0.0009861987752386395,14.080157905817032,328,False,82
4,True,1.0,88.65387725830078,5,0.0009855369778438187,314.88392332196236,332,False,83
4,True,1.0,71.57975006103516,5,0.0009848599154281552,220.20788037776947,336,False,84
4,True,0.9999998807907104,8.223701477050781,5,0.0009841676093000696,2.2752832248806953,340,False,85
4,True,0.9999998807907104,13.47166919708252,5,0.0009834600812477308,7.017638742923737,344,False,86
4,True,0.9999998807907104,17.561647415161133,5,0.0009827373535383694,15.719509959220886,348,False,87
4,True,0.9999999403953552,57.26154327392578,5,0.0009819994489175788,134.906076669693,352,False,88
4,True,1.0,37.381221771240234,5,0.0009812463906085968,58.19953563809395,356,False,89
4,True,0.9999998807907104,16.558828353881836,5,0.0009804782023115773,36.135039895772934,360,False,90
4,True,0.9999998807907104,9.012506484985352,5,0.0009796949082028423,7.06084818392992,364,False,91
4,True,0.9999998807907104,11.817315101623535,5,0.0009788965329341228,9.368573151528835,368,False,92
4,True,0.9999998807907104,11.581086158752441,5,0.0009780831016317814,10.932543642818928,372,False,93
4,True,0.9999997019767761,3.425546646118164,5,0.0009772546398960226,9.181637287139893,376,False,94
4,True,0.9999997615814209,4.864890098571777,5,0.0009764111738000868,11.769240334630013,380,False,95
4,True,1.0,73.60910034179688,5,0.0009755527298894294,653.9215533733368,384,False,96
4,True,0.9999999403953552,96.39290618896484,5,0.0009746793351808858,144.32059629261494,388,False,97
4,True,0.9999999403953552,18.589298248291016,5,0.0009737910171618208,35.21352106332779,392,False,98
4,True,0.9999998211860657,8.964685440063477,5,0.0009728878037892641,7.06894551217556,396,False,99
