accumulation_count,base_only_gradient_norm,clipping_triggered,epoch,global_optimizer_step,h1_only_gradient_norm,h1_to_base_gradient_ratio,learning_rate,nonfinite,optimizer_step_in_epoch,parameter_update_norm,total_gradient_norm_after_clip,total_gradient_norm_before_clip
4,5.900475025177002,True,0,1,57.18922805786133,9.692309146948007,0.0005,False,0,0.40479451417922974,0.9999999403953552,60.0173454284668
4,5.793809413909912,True,0,2,56.93550491333008,9.826955090486408,0.0005,False,1,0.4019097685813904,1.0,59.53180694580078
4,6.37567663192749,True,0,3,59.487823486328125,9.33043297529094,0.0005,False,2,0.4012756645679474,1.0,62.29685974121094
4,6.09514856338501,True,0,4,46.418067932128906,7.6155761339392365,0.0005,False,3,0.40037935972213745,1.0,49.21120834350586
4,6.678980350494385,True,0,5,62.22758865356445,9.316929439530139,0.0005,False,4,0.3997120261192322,0.9999999403953552,65.21089935302734
4,5.534184455871582,True,0,6,56.7684440612793,10.257779536251254,0.0005,False,5,0.39871084690093994,1.0,59.4929313659668
4,5.800121784210205,True,0,7,49.15533447265625,8.4748797182971,0.0005,False,6,0.3977777361869812,1.0,51.879581451416016
4,5.220427513122559,True,0,8,57.36173629760742,10.98793846929539,0.0005,False,7,0.3968994617462158,0.9999999403953552,60.06795883178711
4,4.905909538269043,True,0,9,57.47562789916992,11.71559064651019,0.0005,False,8,0.39587199687957764,1.0,60.056758880615234
4,5.7703046798706055,True,0,10,62.232181549072266,10.784903917840916,0.0005,False,9,0.3948778808116913,0.9999999403953552,65.12425231933594
4,5.7366204261779785,True,0,11,63.48143768310547,11.065999310921807,0.0005,False,10,0.3939207196235657,1.0,66.494873046875
4,6.10910701751709,True,0,12,65.42803955078125,10.709918710406388,0.0005,False,11,0.39291900396347046,1.0,68.53175354003906
4,6.276536464691162,True,0,13,75.99115753173828,12.10718012381968,0.0005,False,12,0.3919069468975067,1.0,79.44280242919922
4,6.6547465324401855,True,0,14,79.70079040527344,11.97653284264885,0.0005,False,13,0.39082637429237366,1.0,83.25018310546875
4,5.583730697631836,True,0,15,66.84479522705078,11.971350132519984,0.0005,False,14,0.38951852917671204,1.0,69.77619934082031
4,6.28024959564209,True,0,16,85.21111297607422,13.568109304955462,0.0005,False,15,0.3884173035621643,1.0000001192092896,88.98251342773438
4,6.773671627044678,True,0,17,91.93181610107422,13.571932795505715,0.0005,False,16,0.3873189687728882,1.0,96.10393524169922
4,6.216864585876465,True,0,18,82.21302032470703,13.224193512511016,0.0005,False,17,0.3862033188343048,1.0,85.95880126953125
4,6.82968807220459,True,0,19,98.71154022216797,14.453301406824627,0.0005,False,18,0.38503965735435486,1.0,103.05204772949219
3,7.155984401702881,True,0,20,102.58749389648438,14.335902391300914,0.0005,False,19,0.38392913341522217,1.0,107.12471008300781
4,7.192704200744629,True,1,21,107.3558578491211,14.925660065098606,0.001,False,0,0.7656104564666748,1.0000001192092896,112.13331604003906
4,7.388600826263428,True,1,22,115.27079772949219,15.601167317058469,0.001,False,1,0.7628099322319031,1.0,120.53689575195312
4,7.583011627197266,True,1,23,132.5236053466797,17.47638166231605,0.001,False,2,0.7594914436340332,1.0,138.1029052734375
4,8.553186416625977,True,1,24,150.1923370361328,17.55981101314287,0.001,False,3,0.7560881972312927,1.0,156.3406524658203
4,7.1166181564331055,True,1,25,104.44207000732422,14.67580074011885,0.001,False,4,0.7522031664848328,1.0,109.37538146972656
4,9.170331954956055,True,1,26,154.84877014160156,16.885841308930416,0.001,False,5,0.748354971408844,1.0,162.2008514404297
4,9.572166442871094,True,1,27,162.481689453125,16.974390324578387,0.001,False,6,0.7444010376930237,0.9999999403953552,170.42869567871094
4,9.919413566589355,True,1,28,184.12464904785156,18.562049844158288,0.001,False,7,0.7404505610466003,0.9999999403953552,192.2181854248047
4,10.654231071472168,True,1,29,188.60800170898438,17.70263855211497,0.001,False,8,0.7364310622215271,0.9999998807907104,197.32229614257812
4,11.07625961303711,True,1,30,205.05686950683594,18.51318736385318,0.001,False,9,0.7324172258377075,1.0,214.26795959472656
4,11.62081527709961,True,1,31,216.60105895996094,18.6390587747146,0.001,False,10,0.728330671787262,1.0000001192092896,226.29736328125
4,9.691268920898438,True,1,32,155.3833465576172,16.03333349078216,0.001,False,11,0.7239371538162231,0.9999999403953552,163.4358367919922
4,11.796024322509766,True,1,33,222.962646484375,18.901507863026907,0.001,False,12,0.7195444107055664,1.0,232.9671173095703
4,13.52224349975586,True,1,34,234.59361267089844,17.34871973538518,0.001,False,13,0.7155203223228455,0.9999999403953552,246.4488983154297
4,14.704667091369629,True,1,35,267.21160888671875,18.17189108915964,0.001,False,14,0.7113621234893799,0.9999999403953552,279.9704895019531
4,14.95287799835205,True,1,36,272.7889404296875,18.243239894002443,0.001,False,15,0.7073586583137512,0.9999999403953552,285.5530090332031
4,15.485472679138184,True,1,37,245.87423706054688,15.877735355911046,0.001,False,16,0.7034010887145996,1.0,259.46160888671875
4,15.540987014770508,True,1,38,235.03582763671875,15.123610065006512,0.001,False,17,0.6993812322616577,0.9999999403953552,248.8921356201172
4,16.437280654907227,True,1,39,300.798583984375,18.299777822104282,0.001,False,18,0.6948714852333069,1.0,315.2289123535156
3,15.99899673461914,True,1,40,248.27914428710938,15.51841958626537,0.001,False,19,0.6909393668174744,0.9999999403953552,262.2898864746094
4,18.93965721130371,True,2,41,307.7177429199219,16.247270976808778,0.0009968592488416748,False,0,0.6852990388870239,1.0,324.38580322265625
4,19.916465759277344,True,2,42,288.2550964355469,14.473205232272397,0.0009968592488416748,False,1,0.6819992065429688,1.0,306.22113037109375
4,21.859012603759766,True,2,43,359.08526611328125,16.427332406200193,0.0009968592488416748,False,2,0.6784764528274536,1.0,378.11358642578125
