accumulation_count,base_h1_gradient_cosine,base_only_gradient_norm,clip_scale,clipping_triggered,effective_base_gradient_norm,effective_base_gradient_projection,effective_h1_gradient_norm,effective_h1_gradient_projection,epoch,global_optimizer_step,h1_only_gradient_norm,h1_to_base_gradient_ratio,learning_rate,nonfinite,optimizer_step_in_epoch,other_prior_gradient_norm,parameter_update_norm,selected_h1_gradient_norm,total_gradient_norm_after_clip,total_gradient_norm_before_clip
4,0.05675561726093292,5.900475025177002,0.16909218831360143,True,0.9977242340969318,0.9974873448064724,0.017152897624479354,0.0012925240729771404,0,1,0.10144110023975372,0.01719202264341602,0.0005,False,0,0.06756515800952911,0.40479233860969543,0.10144110023975372,0.9999997615814209,5.913933753967285
4,0.07778472453355789,5.781143665313721,0.17243669680294127,True,0.9968813173899467,0.9966288067965887,0.018026332780676915,0.001751624420493944,0,2,0.10453884303569794,0.018082727067123494,0.0005,False,1,0.066671222448349,0.4026612639427185,0.10453884303569794,0.9999998807907104,5.799229621887207
4,0.07574710994958878,6.35433292388916,0.15693308086174787,True,0.9972050425671644,0.9970080859951905,0.015691697103765584,0.0014544537143917934,0,3,0.09998973459005356,0.01573567765298249,0.0005,False,2,0.06669186800718307,0.4020574688911438,0.09998973459005356,0.9999998807907104,6.372142791748047
4,0.05429060384631157,6.071359157562256,0.16435113202058402,True,0.997834750448896,0.9976077162475299,0.01711945978163965,0.0012447129609952185,0,4,0.10416392982006073,0.01715660811966923,0.0005,False,3,0.06599545478820801,0.4012589454650879,0.10416392982006073,0.9999998211860657,6.08453369140625
4,0.0731709748506546,6.648653030395508,0.1500472575252511,True,0.997612153447796,0.9974598275261312,0.013308138114320998,0.0011664341297263786,0,5,0.08869297802448273,0.01333999196814857,0.0005,False,4,0.06578343361616135,0.40057939291000366,0.08869297802448273,0.9999999403953552,6.664566993713379
4,0.0431688092648983,5.499780654907227,0.18149584489452497,True,0.9981873366969509,0.9979332436218613,0.018104695488143,0.001130329232545013,0,6,0.09975267201662064,0.018137572800765327,0.0005,False,5,0.06490559130907059,0.39971432089805603,0.09975267201662064,0.9999997615814209,5.509768009185791
4,0.053389813750982285,5.761999607086182,0.17320843848011155,True,0.9980269544664139,0.9977829770497696,0.01797709478233564,0.001302942270908592,0,7,0.10378879308700562,0.018012634530444053,0.0005,False,6,0.06446856260299683,0.39881759881973267,0.10378879308700562,0.9999998211860657,5.773390769958496
4,0.048780348151922226,5.139625549316406,0.19413616132591774,True,0.9977871747968984,0.9974927979501003,0.019742402323355376,0.0013759345871850721,0,8,0.10169358551502228,0.019786185693731712,0.0005,False,7,0.06383395940065384,0.397945374250412,0.10169358551502228,0.9999997615814209,5.151023864746094
4,0.053540922701358795,4.796494960784912,0.20789277039615325,True,0.9971566255887638,0.9967603989903707,0.02380331971372554,0.001867845622950095,0,9,0.1144980639219284,0.023871194457210816,0.0005,False,8,0.0632927343249321,0.39694565534591675,0.1144980639219284,0.9999999403953552,4.810172080993652
4,0.03324001654982567,5.678264617919922,0.17585873554574477,True,0.998572435801539,0.9983250606614157,0.018376482406009184,0.0009646602737715351,0,10,0.10449570417404175,0.018402753518084704,0.0005,False,9,0.06364434212446213,0.39597511291503906,0.10449570417404175,0.9999998211860657,5.686382293701172
4,0.03820885345339775,5.632199764251709,0.17728338525350912,True,0.998495440630559,0.9982561211803461,0.0179272384758724,0.0010223258197842964,0,11,0.1011219322681427,0.01795425171350926,0.0005,False,10,0.0632556825876236,0.39502808451652527,0.1011219322681427,0.9999998807907104,5.640686511993408
4,0.032846253365278244,6.008162498474121,0.1662279291348063,True,0.9987244100267569,0.9984882043397959,0.01832834139101212,0.0009509831747142129,0,12,0.11026030033826828,0.018351750700196744,0.0005,False,11,0.06323545426130295,0.39401713013648987,0.11026030033826828,0.9999999403953552,6.015836238861084
