accumulation_count,base_h1_gradient_cosine,base_only_gradient_norm,clip_scale,clipping_triggered,effective_base_gradient_norm,effective_base_gradient_projection,effective_h1_gradient_norm,effective_h1_gradient_projection,epoch,global_optimizer_step,h1_only_gradient_norm,h1_to_base_gradient_ratio,learning_rate,nonfinite,optimizer_step_in_epoch,other_prior_gradient_norm,parameter_update_norm,selected_h1_gradient_norm,total_gradient_norm_after_clip,total_gradient_norm_before_clip
4,,,0.009709823173090977,True,,,,,0,1,,,0.0005,False,0,,0.41295087337493896,,0.9999999403953552,102.98848724365234
4,,,0.008573537979631176,True,,,,,0,2,,,0.0005,False,1,,0.4047148525714874,,0.9999999403953552,116.6379623413086
4,,,0.007332591003970627,True,,,,,0,3,,,0.0005,False,2,,0.403313547372818,,0.9999999403953552,136.37744140625
4,,,0.009820198777509923,True,,,,,0,4,,,0.0005,False,3,,0.4014839231967926,,0.9999999403953552,101.8309326171875
4,,,0.007185756115639184,True,,,,,0,5,,,0.0005,False,4,,0.400423139333725,,0.9999999403953552,139.16419982910156
4,,,0.009648512987125796,True,,,,,0,6,,,0.0005,False,5,,0.3983198404312134,,1.0,103.64291381835938
4,,,0.008709324050617098,True,,,,,0,7,,,0.0005,False,6,,0.3968147337436676,,0.9999999403953552,114.81947326660156
4,,,0.007399097038295091,True,,,,,0,8,,,0.0005,False,7,,0.39547568559646606,,1.0,135.15162658691406
4,,,0.006531995425131378,True,,,,,0,9,,,0.0005,False,8,,0.39411190152168274,,0.9999999403953552,153.0925750732422
4,,,0.005472443762281706,True,,,,,0,10,,,0.0005,False,9,,0.39252984523773193,,0.9999999403953552,182.7337188720703
4,,,0.005038753640421851,True,,,,,0,11,,,0.0005,False,10,,0.39095473289489746,,1.0,198.46177673339844
4,,,0.004305501675102676,True,,,,,0,12,,,0.0005,False,11,,0.3893439471721649,,0.9999998807907104,232.26097106933594
4,,,0.002945659821777153,True,,,,,0,13,,,0.0005,False,12,,0.38782286643981934,,0.9999999403953552,339.4825134277344
4,,,0.002236842033407367,True,,,,,0,14,,,0.0005,False,13,,0.38626471161842346,,0.9999998807907104,447.058837890625
4,,,0.0034298397946199203,True,,,,,0,15,,,0.0005,False,14,,0.3846006393432617,,1.0,291.5588073730469
4,,,0.0017872586262718292,True,,,,,0,16,,,0.0005,False,15,,0.383052796125412,,1.0,559.51611328125
4,,,0.0013348295851811755,True,,,,,0,17,,,0.0005,False,16,,0.3815286159515381,,0.9999999403953552,749.1593017578125
4,,,0.0017643926312054332,True,,,,,0,18,,,0.0005,False,17,,0.37991589307785034,,0.9999999403953552,566.7672729492188
4,,,0.0010483971182900888,True,,,,,0,19,,,0.0005,False,18,,0.3784335255622864,,0.9999999403953552,953.8370361328125
3,,,0.0010069350314873082,True,,,,,0,20,,,0.0005,False,19,,0.3769342005252838,,0.9999999403953552,993.1127319335938
4,,,0.0008641413107331688,True,,,,,1,21,,,0.001,False,0,,0.7509582042694092,,1.0,1157.2181396484375
4,,,0.0006632567346831374,True,,,,,1,22,,,0.001,False,1,,0.7475303411483765,,1.0,1507.7117919921875
4,,,0.0005309077141500062,True,,,,,1,23,,,0.001,False,2,,0.7436990141868591,,0.9999999403953552,1883.5665283203125
4,,,0.00042275080522365593,True,,,,,1,24,,,0.001,False,3,,0.7394760251045227,,1.0000001192092896,2365.459716796875
4,,,0.0008542322347954065,True,,,,,1,25,,,0.001,False,4,,0.73458331823349,,1.0,1170.641845703125
4,,,0.000359931219393544,True,,,,,1,26,,,0.001,False,5,,0.7292134165763855,,1.0,2778.30859375
4,,,0.0003045681051759327,True,,,,,1,27,,,0.001,False,6,,0.7234348058700562,,1.0,3283.337890625
4,,,0.0002922962733866455,True,,,,,1,28,,,0.001,False,7,,0.7172116041183472,,1.0,3421.186279296875
4,,,0.00022045053285950822,True,,,,,1,29,,,0.001,False,8,,0.7113281488418579,,0.9999998807907104,4536.1650390625
4,,,0.0002055860995689217,True,,,,,1,30,,,0.001,False,9,,0.7060665488243103,,0.9999999403953552,4864.14208984375
4,,,0.00019749440545022842,True,,,,,1,31,,,0.001,False,10,,0.7014034986495972,,0.9999998807907104,5063.4345703125
4,,,0.00033123687455689186,True,,,,,1,32,,,0.001,False,11,,0.6970122456550598,,1.0,3018.987548828125
4,,,0.0003031861713352723,True,,,,,1,33,,,0.001,False,12,,0.6930997967720032,,1.0,3298.303466796875
4,,,0.0003930628627086887,True,,,,,1,34,,,0.001,False,13,,0.689399778842926,,0.9999999403953552,2544.122314453125
4,,,0.000380965774280383,True,,,,,1,35,,,0.001,False,14,,0.6858115792274475,,0.9999999403953552,2624.90771484375
4,,,0.0004650775155686288,True,,,,,1,36,,,0.001,False,15,,0.6817582249641418,,0.9999999403953552,2150.17919921875
4,,,0.0006128644680752375,True,,,,,1,37,,,0.001,False,16,,0.6775480508804321,,1.0,1631.68212890625
4,,,0.0005300680314365543,True,,,,,1,38,,,0.001,False,17,,0.6733533143997192,,0.9999999403953552,1886.55029296875
4,,,0.0004184046992894986,True,,,,,1,39,,,0.001,False,18,,0.6698065400123596,,1.0,2390.030517578125
3,,,0.0008629631026388847,True,,,,,1,40,,,0.001,False,19,,0.6660038232803345,,1.0,1158.798095703125
4,,,0.0006117872402331364,True,,,,,2,41,,,0.0009968592488416748,False,0,,0.6605289578437805,,1.0000001192092896,1634.55517578125
4,,,0.0005766373735068633,True,,,,,2,42,,,0.0009968592488416748,False,1,,0.6570314764976501,,1.0,1734.192138671875
4,,,0.0004624011738848551,True,,,,,2,43,,,0.0009968592488416748,False,2,,0.6536199450492859,,0.9999999403953552,2162.624267578125
4,,,0.0008700432387699424,True,,,,,2,44,,,0.0009968592488416748,False,3,,0.6498944163322449,,1.0,1149.3681640625
4,,,0.0006704757963721138,True,,,,,2,45,,,0.0009968592488416748,False,4,,0.6467465162277222,,1.0,1491.4781494140625
4,,,0.0006552504421260765,True,,,,,2,46,,,0.0009968592488416748,False,5,,0.6441318392753601,,1.0,1526.134033203125
4,,,0.0007965695390524731,True,,,,,2,47,,,0.0009968592488416748,False,6,,0.6414099931716919,,0.9999999403953552,1255.3831787109375
4,,,0.000764878054610351,True,,,,,2,48,,,0.0009968592488416748,False,7,,0.6386182308197021,,0.9999999403953552,1307.39794921875
4,,,0.0005442596650105679,True,,,,,2,49,,,0.0009968592488416748,False,8,,0.6359394192695618,,0.9999999403953552,1837.3582763671875
4,,,0.000994917806332545,True,,,,,2,50,,,0.0009968592488416748,False,9,,0.6314151883125305,,1.0,1005.108154296875
4,,,0.0008111008337348243,True,,,,,2,51,,,0.0009968592488416748,False,10,,0.6290540099143982,,0.9999999403953552,1232.892333984375
4,,,0.0008749799732977303,True,,,,,2,52,,,0.0009968592488416748,False,11,,0.6273704171180725,,0.9999999403953552,1142.88330078125
4,,,0.0006854451184543212,True,,,,,2,53,,,0.0009968592488416748,False,12,,0.6246286034584045,,1.0,1458.906005859375
4,,,0.0005901266877806965,True,,,,,2,54,,,0.0009968592488416748,False,13,,0.6219136118888855,,1.0,1694.5513916015625
4,,,0.0009681205650458368,True,,,,,2,55,,,0.0009968592488416748,False,14,,0.6175498366355896,,0.9999999403953552,1032.92919921875
4,,,0.000852077761248893,True,,,,,2,56,,,0.0009968592488416748,False,15,,0.6143253445625305,,0.9999998807907104,1173.601806640625
4,,,0.0007253308702305865,True,,,,,2,57,,,0.0009968592488416748,False,16,,0.6085551381111145,,0.9999999403953552,1378.68115234375
4,,,0.0007783261256774369,True,,,,,2,58,,,0.0009968592488416748,False,17,,0.605787456035614,,0.9999999403953552,1284.8084716796875
4,,,0.0010204402579377006,True,,,,,2,59,,,0.0009968592488416748,False,18,,0.600676417350769,,0.9999999403953552,979.9691772460938
3,,,0.0010587024807588385,True,,,,,2,60,,,0.0009968592488416748,False,19,,0.5970665812492371,,0.9999999403953552,944.5524291992188
4,,,0.0007915504310481019,True,,,,,3,61,,,0.000987476492134821,False,0,,0.5874030590057373,,1.0,1263.3433837890625
4,,,0.0010159772719732835,True,,,,,3,62,,,0.000987476492134821,False,1,,0.5852512121200562,,0.9999999403953552,984.2739868164062
4,,,0.0009084937623674425,True,,,,,3,63,,,0.000987476492134821,False,2,,0.5826396942138672,,1.0000001192092896,1100.7230224609375
4,,,0.001566606647196913,True,,,,,3,64,,,0.000987476492134821,False,3,,0.5774897933006287,,1.0,638.3223266601562
