metric,stage_r_reduced100,s_small_matched,s_full_matched,s_full_30epoch,comparability_note
one_step_avg_normalized_relative_l2,0.22467311767703424,0.33346200544293,0.34318607521836586,0.2971245937428131,contextual only: Stage R used snapshots 91..110 and old P3 fit; Stage S uses snapshots 169..211 and expanded-train P3 refit
persistence_ratio,1.246344436629901,1.0747046028680853,1.1060440129828604,0.9575938586963276,contextual only: Stage R used snapshots 91..110 and old P3 fit; Stage S uses snapshots 169..211 and expanded-train P3 refit
residual_relative_l2,1.4137913915648586,1.1667954156244438,1.2240386445956801,1.15347036848824,contextual only: Stage R used snapshots 91..110 and old P3 fit; Stage S uses snapshots 169..211 and expanded-train P3 refit
residual_cosine,0.1319212204975863,0.3192414699250897,0.07730085478770239,0.7418393850134447,contextual only: Stage R used snapshots 91..110 and old P3 fit; Stage S uses snapshots 169..211 and expanded-train P3 refit
Rout_failure_fraction,1.0,0.0,0.0,0.0,contextual only: Stage R used snapshots 91..110 and old P3 fit; Stage S uses snapshots 169..211 and expanded-train P3 refit
step1_normalized_error,0.22156488760115134,0.37238976976122057,0.3815131580212989,0.3019948563202053,contextual only: Stage R used snapshots 91..110 and old P3 fit; Stage S uses snapshots 169..211 and expanded-train P3 refit
first_physical_range_explosion_step,3,1,1,1,contextual only: Stage R used snapshots 91..110 and old P3 fit; Stage S uses snapshots 169..211 and expanded-train P3 refit
shell_skill,-7.343446934298738,-0.006208509865304412,-0.0290467453999258,-3.53788567209913,contextual only: Stage R used snapshots 91..110 and old P3 fit; Stage S uses snapshots 169..211 and expanded-train P3 refit
radial_skill,-7.913691328061686,-0.0380139501417357,-0.0584655572131032,-0.3749524256459619,contextual only: Stage R used snapshots 91..110 and old P3 fit; Stage S uses snapshots 169..211 and expanded-train P3 refit
step19_normalized_error,2.3208249774806373,1.0598645043315567,1.382825710545939,160.7158129923792,contextual only: Stage R used snapshots 91..110 and old P3 fit; Stage S uses snapshots 169..211 and expanded-train P3 refit
step100_finite,True,True,True,True,contextual only: Stage R used snapshots 91..110 and old P3 fit; Stage S uses snapshots 169..211 and expanded-train P3 refit
