file_path,file,snapshot_index,physical_time,num_cycles,file_size,physical_content_sha256,dataset_storage_order,coordinates,root_grid_size_x1_x2_x3,mesh_block_size_x1_x2_x3,num_meshblocks,max_level,grid_signature,component_basis_metadata,physical_units_metadata,nan_count,inf_count,rho_strictly_positive,press_strictly_positive,dataset_shapes,level_distribution,variable_names,coordinate_bounds,axis_mapping,code_version_metadata,Bcc1_minimum,Bcc1_maximum,Bcc1_mean,Bcc1_std,Bcc1_finite_count,Bcc1_nan_count,Bcc1_inf_count,Bcc2_minimum,Bcc2_maximum,Bcc2_mean,Bcc2_std,Bcc2_finite_count,Bcc2_nan_count,Bcc2_inf_count,Bcc3_minimum,Bcc3_maximum,Bcc3_mean,Bcc3_std,Bcc3_finite_count,Bcc3_nan_count,Bcc3_inf_count,rho_minimum,rho_maximum,rho_mean,rho_std,rho_finite_count,rho_nan_count,rho_inf_count,press_minimum,press_maximum,press_mean,press_std,press_finite_count,press_nan_count,press_inf_count,vel1_minimum,vel1_maximum,vel1_mean,vel1_std,vel1_finite_count,vel1_nan_count,vel1_inf_count,vel2_minimum,vel2_maximum,vel2_mean,vel2_std,vel2_finite_count,vel2_nan_count,vel2_inf_count,vel3_minimum,vel3_maximum,vel3_mean,vel3_std,vel3_finite_count,vel3_nan_count,vel3_inf_count
/mnt/d/GRMHD_data/mad98.prim.00000.athdf,mad98.prim.00000.athdf,0,0.0,0,91779072,59b6b705686adcc6b61b293721698edaa84889887aac0758d61416431fbd00e9,"variable,meshblock,x3,x2,x1",kerr-schild,"[88, 32, 16]","[22, 4, 16]",2020,3,7e0295a8534413c1527c7dd41f400f16c3dd171a6e259ad814bf3c887bb0544a,not_available; project treats stored spherical KS coordinate components,not_available,0,0,True,True,"{""B"": [3, 2020, 16, 4, 22], ""prim"": [5, 2020, 16, 4, 22]}","{""0"": 4, ""1"": 96, ""2"": 896, ""3"": 1024}","[""rho"", ""press"", ""vel1"", ""vel2"", ""vel3"", ""Bcc1"", ""Bcc2"", ""Bcc3""]","{""phi"": [0.0, 6.2831854820251465], ""r"": [1.100000023841858, 1200.0], ""theta"": [0.0, 3.1415927410125732]}","{""x1"": ""r"", ""x2"": ""theta"", ""x3"": ""phi""}","""not_available""",-0.1506815403699875,0.1506815403699875,0.0,0.0017927160586977667,2844160,0,0,-0.0061173164285719395,0.000595604011323303,-1.093873245186058e-06,3.72951672492377e-05,2844160,0,0,0.0,0.0,0.0,0.0,2844160,0,0,9.999999974752427e-07,0.9970715045928955,0.005147459450015398,0.04985463857480782,2844160,0,0,9.99999993922529e-09,0.007685587741434574,0.0003129662327257769,0.0010554265173367543,2844160,0,0,-7.287624779830112e-16,0.04813704639673233,0.0003281553569799793,0.002692414217185599,2844160,0,0,-1.292842057409871e-06,1.292842057409871e-06,0.0,4.062499895147592e-08,2844160,0,0,-6.956742476292653e-16,0.005166538525372744,2.1185234082721754e-05,0.00021186490953793385,2844160,0,0
/mnt/d/GRMHD_data/mad98.prim.00001.athdf,mad98.prim.00001.athdf,1,10.000659066192327,5571,91779072,b2d8251f017bef6678393bf1c379743fcbb37fc0257370ace5d3ad8ba1cc3d1e,"variable,meshblock,x3,x2,x1",kerr-schild,"[88, 32, 16]","[22, 4, 16]",2020,3,7e0295a8534413c1527c7dd41f400f16c3dd171a6e259ad814bf3c887bb0544a,not_available; project treats stored spherical KS coordinate components,not_available,0,0,True,True,"{""B"": [3, 2020, 16, 4, 22], ""prim"": [5, 2020, 16, 4, 22]}","{""0"": 4, ""1"": 96, ""2"": 896, ""3"": 1024}","[""rho"", ""press"", ""vel1"", ""vel2"", ""vel3"", ""Bcc1"", ""Bcc2"", ""Bcc3""]","{""phi"": [0.0, 6.2831854820251465], ""r"": [1.100000023841858, 1200.0], ""theta"": [0.0, 3.1415927410125732]}","{""x1"": ""r"", ""x2"": ""theta"", ""x3"": ""phi""}","""not_available""",-0.04538525640964508,0.04538525640964508,-1.8428665533351197e-16,0.0015489351943829362,2844160,0,0,-0.0013511033030226827,0.00015221718058455735,-2.6188859356811267e-06,3.002405747179117e-05,2844160,0,0,-0.00014149643538985401,0.00014149643538985401,2.823094888625812e-19,6.383705035902204e-06,2844160,0,0,9.999999974752427e-07,0.9966508150100708,0.005149169245118962,0.04985432997030197,2844160,0,0,9.99999993922529e-09,0.007956942543387413,0.0003139157474861746,0.001056893155545599,2844160,0,0,-1.5938034057617188,0.26933303475379944,0.026568265812502947,0.08961103952061227,2844160,0,0,-0.11661439388990402,0.11661439388990402,6.429656982751492e-18,0.012533220276851905,2844160,0,0,-0.009372975677251816,0.15322847664356232,0.006960036431488643,0.022104504314443444,2844160,0,0
/mnt/d/GRMHD_data/mad98.prim.00002.athdf,mad98.prim.00002.athdf,2,20.001318132387638,11142,91779072,83d0f03180ea0536a3d64a4d9b86ea35f342a042dc79d2e5a0fb35b8a117c40e,"variable,meshblock,x3,x2,x1",kerr-schild,"[88, 32, 16]","[22, 4, 16]",2020,3,7e0295a8534413c1527c7dd41f400f16c3dd171a6e259ad814bf3c887bb0544a,not_available; project treats stored spherical KS coordinate components,not_available,0,0,True,True,"{""B"": [3, 2020, 16, 4, 22], ""prim"": [5, 2020, 16, 4, 22]}","{""0"": 4, ""1"": 96, ""2"": 896, ""3"": 1024}","[""rho"", ""press"", ""vel1"", ""vel2"", ""vel3"", ""Bcc1"", ""Bcc2"", ""Bcc3""]","{""phi"": [0.0, 6.2831854820251465], ""r"": [1.100000023841858, 1200.0], ""theta"": [0.0, 3.1415927410125732]}","{""x1"": ""r"", ""x2"": ""theta"", ""x3"": ""phi""}","""not_available""",-0.03948233276605606,0.03948233276605606,4.502074062313144e-16,0.0017681374205679933,2844160,0,0,-0.0010232495842501521,0.00029014181927777827,-7.950589039047702e-06,5.544912685422912e-05,2844160,0,0,-0.00015947630163282156,0.00015947630163282156,5.9700139368642415e-19,1.3035104109902026e-05,2844160,0,0,9.999999974752427e-07,0.9965208768844604,0.005150786419407993,0.04985783753373205,2844160,0,0,9.99999993922529e-09,0.008065219968557358,0.000315187635616876,0.00105687868619351,2844160,0,0,-1.1346274614334106,0.25978484749794006,0.029808076635889243,0.11651649811899684,2844160,0,0,-0.12697583436965942,0.12697583436965942,9.437865953784028e-17,0.014258508634043765,2844160,0,0,-0.011727118864655495,0.16829632222652435,0.007846321671501537,0.02403655820106063,2844160,0,0
/mnt/d/GRMHD_data/mad98.prim.00003.athdf,mad98.prim.00003.athdf,3,30.000182070407362,16712,91779072,8633e3aaa37c8e4d4637da6ab044a3ff4ae50fb445c8b1cb134dbf780b94cb5b,"variable,meshblock,x3,x2,x1",kerr-schild,"[88, 32, 16]","[22, 4, 16]",2020,3,7e0295a8534413c1527c7dd41f400f16c3dd171a6e259ad814bf3c887bb0544a,not_available; project treats stored spherical KS coordinate components,not_available,0,0,True,True,"{""B"": [3, 2020, 16, 4, 22], ""prim"": [5, 2020, 16, 4, 22]}","{""0"": 4, ""1"": 96, ""2"": 896, ""3"": 1024}","[""rho"", ""press"", ""vel1"", ""vel2"", ""vel3"", ""Bcc1"", ""Bcc2"", ""Bcc3""]","{""phi"": [0.0, 6.2831854820251465], ""r"": [1.100000023841858, 1200.0], ""theta"": [0.0, 3.1415927410125732]}","{""x1"": ""r"", ""x2"": ""theta"", ""x3"": ""phi""}","""not_available""",-0.036693211644887924,0.036693211644887924,2.232359787517023e-15,0.0021793664435092205,2844160,0,0,-0.0012154863215982914,0.0003376730892341584,-2.4864657083606863e-05,0.00011615308016683691,2844160,0,0,-0.00018462639127392322,0.00018462639127392322,7.99666451741038e-19,2.4316631637595217e-05,2844160,0,0,9.999999974752427e-07,0.9966777563095093,0.005157674083384939,0.04986448127395428,2844160,0,0,9.99999993922529e-09,0.008158105425536633,0.0003194553828605262,0.0010564178216347407,2844160,0,0,-0.7284181118011475,0.42154020071029663,0.02689288414201362,0.12271958684780071,2844160,0,0,-0.13019371032714844,0.13019371032714844,2.888955524385966e-17,0.015657403490882765,2844160,0,0,-0.016590280458331108,0.17651645839214325,0.007992581185107707,0.02460775208902867,2844160,0,0
/mnt/d/GRMHD_data/mad98.prim.00004.athdf,mad98.prim.00004.athdf,4,40.00084113660267,22283,91779072,f665e246d08607e3b5dfc6b81ff65beaaa9e9eaf3f03822a759d06c5b6cbca8b,"variable,meshblock,x3,x2,x1",kerr-schild,"[88, 32, 16]","[22, 4, 16]",2020,3,7e0295a8534413c1527c7dd41f400f16c3dd171a6e259ad814bf3c887bb0544a,not_available; project treats stored spherical KS coordinate components,not_available,0,0,True,True,"{""B"": [3, 2020, 16, 4, 22], ""prim"": [5, 2020, 16, 4, 22]}","{""0"": 4, ""1"": 96, ""2"": 896, ""3"": 1024}","[""rho"", ""press"", ""vel1"", ""vel2"", ""vel3"", ""Bcc1"", ""Bcc2"", ""Bcc3""]","{""phi"": [0.0, 6.2831854820251465], ""r"": [1.100000023841858, 1200.0], ""theta"": [0.0, 3.1415927410125732]}","{""x1"": ""r"", ""x2"": ""theta"", ""x3"": ""phi""}","""not_available""",-0.0341043546795845,0.0341043546795845,-8.189123530976584e-17,0.002826454811236637,2844160,0,0,-0.001733185607008636,0.0003268108412157744,-8.321881497341436e-05,0.00026180777330841776,2844160,0,0,-0.00026974553475156426,0.00026974553475156426,9.07529594836427e-19,4.995511197685812e-05,2844160,0,0,9.999999974752427e-07,0.9971172213554382,0.005230561441218715,0.04986865495222396,2844160,0,0,9.99999993922529e-09,0.00821309257298708,0.0003527951131008051,0.0010602231174341545,2844160,0,0,-0.3140276372432709,0.47155025601387024,0.01578543510793555,0.09898913300799661,2844160,0,0,-0.13156764209270477,0.13156764209270477,6.414529107258057e-17,0.020552735795206785,2844160,0,0,-0.02631293423473835,0.18032985925674438,0.006679898174996352,0.025486208166350905,2844160,0,0
/mnt/d/GRMHD_data/mad98.prim.00005.athdf,mad98.prim.00005.athdf,5,50.001500202797985,27854,91779072,f9401657823def0e876b9e538d1ab46609283b8a5cb15634c05b8fa596c84e57,"variable,meshblock,x3,x2,x1",kerr-schild,"[88, 32, 16]","[22, 4, 16]",2020,3,7e0295a8534413c1527c7dd41f400f16c3dd171a6e259ad814bf3c887bb0544a,not_available; project treats stored spherical KS coordinate components,not_available,0,0,True,True,"{""B"": [3, 2020, 16, 4, 22], ""prim"": [5, 2020, 16, 4, 22]}","{""0"": 4, ""1"": 96, ""2"": 896, ""3"": 1024}","[""rho"", ""press"", ""vel1"", ""vel2"", ""vel3"", ""Bcc1"", ""Bcc2"", ""Bcc3""]","{""phi"": [0.0, 6.2831854820251465], ""r"": [1.100000023841858, 1200.0], ""theta"": [0.0, 3.1415927410125732]}","{""x1"": ""r"", ""x2"": ""theta"", ""x3"": ""phi""}","""not_available""",-0.0324254035949707,0.0324254035949707,1.899210917114412e-15,0.003948943620013658,2844160,0,0,-0.0037932961713522673,0.0003247872809879482,-0.000372485039174863,0.0007812639545293806,2844160,0,0,-0.00045246537774801254,0.00045246537774801254,-6.177770100949921e-19,9.974957325750316e-05,2844160,0,0,9.999999974752427e-07,0.9978348612785339,0.005669790395351349,0.049912733722489805,2844160,0,0,9.99999993922529e-09,0.020753076300024986,0.0006076578765760876,0.0019390373429834442,2844160,0,0,-0.09195694327354431,0.4914488196372986,0.03955832295429163,0.0728537502693366,2844160,0,0,-0.4619622528553009,0.4619622528553009,5.1383426062592e-17,0.04146109016974923,2844160,0,0,-0.05027465149760246,0.20011255145072937,0.0014243948631568603,0.021379097213702965,2844160,0,0
/mnt/d/GRMHD_data/mad98.prim.00006.athdf,mad98.prim.00006.athdf,6,60.00036414081771,33424,91779072,afc13781573d8944212e942ed4a6e638f6d516074135e09f001a17b7348c61c8,"variable,meshblock,x3,x2,x1",kerr-schild,"[88, 32, 16]","[22, 4, 16]",2020,3,7e0295a8534413c1527c7dd41f400f16c3dd171a6e259ad814bf3c887bb0544a,not_available; project treats stored spherical KS coordinate components,not_available,0,0,True,True,"{""B"": [3, 2020, 16, 4, 22], ""prim"": [5, 2020, 16, 4, 22]}","{""0"": 4, ""1"": 96, ""2"": 896, ""3"": 1024}","[""rho"", ""press"", ""vel1"", ""vel2"", ""vel3"", ""Bcc1"", ""Bcc2"", ""Bcc3""]","{""phi"": [0.0, 6.2831854820251465], ""r"": [1.100000023841858, 1200.0], ""theta"": [0.0, 3.1415927410125732]}","{""x1"": ""r"", ""x2"": ""theta"", ""x3"": ""phi""}","""not_available""",-0.19773785769939423,0.19773785769939423,-1.856857037817656e-14,0.020187737206898995,2844160,0,0,-0.02237023413181305,0.012882990762591362,-0.0004290012079350597,0.0017436716379310908,2844160,0,0,-0.06832844018936157,0.0683283656835556,2.7819861023395496e-12,0.003760919804656027,2844160,0,0,9.999999974752427e-07,0.9988259673118591,0.005455711666688459,0.049908486867235334,2844160,0,0,9.99999993922529e-09,0.024128757417201996,0.0005386253651290096,0.0019546970319330005,2844160,0,0,-0.0181597713381052,0.6409934163093567,0.08713110860208069,0.12219411561673593,2844160,0,0,-0.16255000233650208,0.16254998743534088,9.015499599069348e-11,0.032885544145706165,2844160,0,0,-0.0742005780339241,0.4265051782131195,0.007897284702607818,0.036170919513854115,2844160,0,0
/mnt/d/GRMHD_data/mad98.prim.00007.athdf,mad98.prim.00007.athdf,7,70.00102320701302,38995,91779072,4e1e58aa6a83b00d375cffcd14d151345b97be6a989805cdd989489ca0683b47,"variable,meshblock,x3,x2,x1",kerr-schild,"[88, 32, 16]","[22, 4, 16]",2020,3,7e0295a8534413c1527c7dd41f400f16c3dd171a6e259ad814bf3c887bb0544a,not_available; project treats stored spherical KS coordinate components,not_available,0,0,True,True,"{""B"": [3, 2020, 16, 4, 22], ""prim"": [5, 2020, 16, 4, 22]}","{""0"": 4, ""1"": 96, ""2"": 896, ""3"": 1024}","[""rho"", ""press"", ""vel1"", ""vel2"", ""vel3"", ""Bcc1"", ""Bcc2"", ""Bcc3""]","{""phi"": [0.0, 6.2831854820251465], ""r"": [1.100000023841858, 1200.0], ""theta"": [0.0, 3.1415927410125732]}","{""x1"": ""r"", ""x2"": ""theta"", ""x3"": ""phi""}","""not_available""",-0.17208103835582733,0.1720811426639557,3.191343385884361e-12,0.02096665395217444,2844160,0,0,-0.01788652502000332,0.02445514313876629,-0.0001055754613535654,0.001885600947684841,2844160,0,0,-0.10737869143486023,0.10737854987382889,3.064086200722122e-10,0.00910631544068742,2844160,0,0,9.999999974752427e-07,1.0000865459442139,0.005325399833621459,0.049913172052165146,2844160,0,0,9.99999993922529e-09,0.021717846393585205,0.0004192465385677149,0.001422040829647895,2844160,0,0,-0.007823523133993149,0.9834847450256348,0.13155539060795213,0.19094427766303118,2844160,0,0,-0.17636218667030334,0.17636212706565857,5.349586820441167e-10,0.023080756026357112,2844160,0,0,-0.0392175018787384,0.5738544464111328,0.017356869246620176,0.06524300345971944,2844160,0,0
/mnt/d/GRMHD_data/mad98.prim.00008.athdf,mad98.prim.00008.athdf,8,80.00168227320833,44566,91779072,614fcc10e892f5f1ec34ff4364c19bfa79fa78167623196e7e3a34c0c74a523d,"variable,meshblock,x3,x2,x1",kerr-schild,"[88, 32, 16]","[22, 4, 16]",2020,3,7e0295a8534413c1527c7dd41f400f16c3dd171a6e259ad814bf3c887bb0544a,not_available; project treats stored spherical KS coordinate components,not_available,0,0,True,True,"{""B"": [3, 2020, 16, 4, 22], ""prim"": [5, 2020, 16, 4, 22]}","{""0"": 4, ""1"": 96, ""2"": 896, ""3"": 1024}","[""rho"", ""press"", ""vel1"", ""vel2"", ""vel3"", ""Bcc1"", ""Bcc2"", ""Bcc3""]","{""phi"": [0.0, 6.2831854820251465], ""r"": [1.100000023841858, 1200.0], ""theta"": [0.0, 3.1415927410125732]}","{""x1"": ""r"", ""x2"": ""theta"", ""x3"": ""phi""}","""not_available""",-0.13644365966320038,0.13644355535507202,-1.6181370880954237e-11,0.020814408698301562,2844160,0,0,-0.014038193970918655,0.026547934859991074,2.8533080827189403e-05,0.0016874140494568118,2844160,0,0,-0.13885971903800964,0.13885991275310516,2.3650710088544334e-10,0.013358296919743093,2844160,0,0,9.999999974752427e-07,1.0016121864318848,0.005234181292901874,0.04992244292121881,2844160,0,0,9.99999993922529e-09,0.022216858342289925,0.0003549569024177809,0.0011870615842960635,2844160,0,0,-0.0011432328028604388,1.4369690418243408,0.15603884023666365,0.218783873901202,2844160,0,0,-0.13830126821994781,0.13830189406871796,1.163307189621166e-10,0.012490895509041876,2844160,0,0,-0.009840762242674828,0.6591615080833435,0.022822145924537705,0.08126593341631469,2844160,0,0
/mnt/d/GRMHD_data/mad98.prim.00009.athdf,mad98.prim.00009.athdf,9,90.00054621122806,50136,91779072,a2ed0c1b98774ca4d3c57ea70dc67bee3312e3ef75a929b25e71297b7e7173df,"variable,meshblock,x3,x2,x1",kerr-schild,"[88, 32, 16]","[22, 4, 16]",2020,3,7e0295a8534413c1527c7dd41f400f16c3dd171a6e259ad814bf3c887bb0544a,not_available; project treats stored spherical KS coordinate components,not_available,0,0,True,True,"{""B"": [3, 2020, 16, 4, 22], ""prim"": [5, 2020, 16, 4, 22]}","{""0"": 4, ""1"": 96, ""2"": 896, ""3"": 1024}","[""rho"", ""press"", ""vel1"", ""vel2"", ""vel3"", ""Bcc1"", ""Bcc2"", ""Bcc3""]","{""phi"": [0.0, 6.2831854820251465], ""r"": [1.100000023841858, 1200.0], ""theta"": [0.0, 3.1415927410125732]}","{""x1"": ""r"", ""x2"": ""theta"", ""x3"": ""phi""}","""not_available""",-0.1286192089319229,0.1286187320947647,1.0061424633500518e-11,0.020306067944734406,2844160,0,0,-0.012047414667904377,0.033445779234170914,0.0002703438449554719,0.002628218543587088,2844160,0,0,-0.1578603833913803,0.1578606516122818,1.7726293576472663e-10,0.014721169085343233,2844160,0,0,9.999999974752427e-07,1.0033986568450928,0.005207661414047142,0.04993421397901943,2844160,0,0,9.99999993922529e-09,0.02577001415193081,0.0003479686789202017,0.0012306570644296266,2844160,0,0,-0.0012815273366868496,1.8530375957489014,0.16678452494847848,0.22333929439714623,2844160,0,0,-0.17504237592220306,0.17504271864891052,3.3472328690040704e-10,0.019016353105280576,2844160,0,0,-0.006921723019331694,0.7631983160972595,0.02555135513874321,0.08820305146596337,2844160,0,0
